gene	cites	cite_delta	cite_rank	cite_rank_delta
LOC126860817	0	-5	5475	4404
LOC126860818	0	-5	5475	4404
LOC126860819	0	-5	5475	4404
LOC126860820	0	-5	5475	4404
LOC126860821	0	-5	5475	4404
LOC126860822	0	-5	5475	4404
LOC126860823	0	-5	5475	4404
LOC126860824	0	-5	5475	4404
LOC126860825	0	-5	5475	4404
LOC126860826	0	-5	5475	4404
LOC126860827	0	-5	5475	4404
LOC126860828	0	-5	5475	4404
LOC126860829	0	-5	5475	4404
LOC126860830	0	-5	5475	4404
LOC126860831	0	-5	5475	4404
LOC126860832	0	-5	5475	4404
LOC126860833	0	-5	5475	4404
LOC126860834	0	-5	5475	4404
LOC126860835	0	-5	5475	4404
LOC126860836	0	-5	5475	4404
LOC126860837	0	-5	5475	4404
LOC126860838	0	-5	5475	4404
LOC126860839	0	-5	5475	4404
LOC126860840	0	-5	5475	4404
LOC126860841	0	-5	5475	4404
LOC126860842	0	-5	5475	4404
LOC126860843	0	-5	5475	4404
LOC126860844	0	-5	5475	4404
LOC126860845	0	-5	5475	4404
LOC126860846	0	-5	5475	4404
LOC126860847	0	-5	5475	4404
LOC126860848	0	-5	5475	4404
LOC126860849	0	-5	5475	4404
LOC126860850	0	-5	5475	4404
LOC126860851	0	-5	5475	4404
LOC126860852	0	-5	5475	4404
LOC126860853	0	-5	5475	4404
LOC126860854	0	-5	5475	4404
LOC126860855	0	-5	5475	4404
LOC126860856	0	-5	5475	4404
LOC126860857	0	-5	5475	4404
LOC126860858	0	-5	5475	4404
LOC126860859	0	-5	5475	4404
LOC126860860	0	-5	5475	4404
LOC126860861	0	-5	5475	4404
LOC126860862	0	-5	5475	4404
LOC126860863	0	-5	5475	4404
LOC126860864	0	-5	5475	4404
LOC126860865	0	-5	5475	4404
LOC126860866	0	-5	5475	4404
LOC126860867	0	-5	5475	4404
LOC126860868	0	-5	5475	4404
LOC126860869	0	-5	5475	4404
LOC126860870	0	-5	5475	4404
LOC126860871	0	-5	5475	4404
LOC126860872	0	-5	5475	4404
LOC126860873	0	-5	5475	4404
LOC126860874	0	-5	5475	4404
LOC126860875	0	-5	5475	4404
LOC126860876	0	-5	5475	4404
LOC126860877	0	-5	5475	4404
LOC126860878	0	-5	5475	4404
LOC126860879	0	-5	5475	4404
LOC126860880	0	-5	5475	4404
LOC126860881	0	-5	5475	4404
LOC126860882	0	-5	5475	4404
LOC126860883	0	-5	5475	4404
LOC126860884	0	-5	5475	4404
LOC126860885	0	-5	5475	4404
LOC126860886	0	-5	5475	4404
LOC126860887	0	-5	5475	4404
LOC126860888	0	-5	5475	4404
LOC126860889	0	-5	5475	4404
LOC126860890	0	-5	5475	4404
LOC126860891	0	-5	5475	4404
LOC126860892	0	-5	5475	4404
LOC126860893	0	-5	5475	4404
LOC126860894	0	-5	5475	4404
LOC126860895	0	-5	5475	4404
LOC126860896	0	-5	5475	4404
LOC126860897	0	-5	5475	4404
LOC126860898	0	-5	5475	4404
LOC126860899	0	-5	5475	4404
LOC126860900	0	-5	5475	4404
LOC126860901	0	-5	5475	4404
LOC126860902	0	-5	5475	4404
LOC126860903	0	-5	5475	4404
LOC126860904	0	-5	5475	4404
LOC126860905	0	-5	5475	4404
LOC126860906	0	-5	5475	4404
LOC126860907	0	-5	5475	4404
LOC126860908	0	-5	5475	4404
LOC126860909	0	-5	5475	4404
LOC126860910	0	-5	5475	4404
LOC126860911	0	-5	5475	4404
LOC126860912	0	-5	5475	4404
LOC126860913	0	-5	5475	4404
LOC126860914	0	-5	5475	4404
LOC126860915	0	-5	5475	4404
LOC126860916	0	-5	5475	4404
LOC126860917	0	-5	5475	4404
LOC126860918	0	-5	5475	4404
LOC126860919	0	-5	5475	4404
LOC126860920	0	-5	5475	4404
LOC126860921	0	-5	5475	4404
LOC126860922	0	-5	5475	4404
LOC126860923	0	-5	5475	4404
LOC126860924	0	-5	5475	4404
LOC126860925	0	-5	5475	4404
LOC126860926	0	-5	5475	4404
LOC126860927	0	-5	5475	4404
LOC126860928	0	-5	5475	4404
LOC126860929	0	-5	5475	4404
LOC126860930	0	-5	5475	4404
LOC126860931	0	-5	5475	4404
LOC126860932	0	-5	5475	4404
LOC126860933	0	-5	5475	4404
LOC126860934	0	-5	5475	4404
LOC126860935	0	-5	5475	4404
LOC126860936	0	-5	5475	4404
LOC126860937	0	-5	5475	4404
LOC126860938	0	-5	5475	4404
LOC126860939	0	-5	5475	4404
LOC126860940	0	-5	5475	4404
LOC126860941	0	-5	5475	4404
LOC126860942	0	-5	5475	4404
LOC126860943	0	-5	5475	4404
LOC126860944	0	-5	5475	4404
LOC126860945	0	-5	5475	4404
LOC126860946	0	-5	5475	4404
LOC126860947	0	-5	5475	4404
LOC126860948	0	-5	5475	4404
LOC126860949	0	-5	5475	4404
LOC126860950	0	-5	5475	4404
LOC126860951	0	-5	5475	4404
LOC126860952	0	-5	5475	4404
LOC126860953	0	-5	5475	4404
LOC126860954	0	-5	5475	4404
LOC126860955	0	-5	5475	4404
LOC126860956	0	-5	5475	4404
LOC126860957	0	-5	5475	4404
LOC126860958	0	-5	5475	4404
LOC126860959	0	-5	5475	4404
LOC126860960	0	-5	5475	4404
LOC126860961	0	-5	5475	4404
LOC126860962	0	-5	5475	4404
LOC126860963	0	-5	5475	4404
LOC126860964	0	-5	5475	4404
LOC126860965	0	-5	5475	4404
LOC126860966	0	-5	5475	4404
LOC126860967	0	-5	5475	4404
LOC126860968	0	-5	5475	4404
LOC126860969	0	-5	5475	4404
LOC126860970	0	-5	5475	4404
LOC126860971	0	-5	5475	4404
LOC126860972	0	-5	5475	4404
LOC126860973	0	-5	5475	4404
LOC126860974	0	-5	5475	4404
LOC126860975	0	-5	5475	4404
LOC126860976	0	-5	5475	4404
LOC126860977	0	-5	5475	4404
LOC126860978	0	-5	5475	4404
LOC126860979	0	-5	5475	4404
LOC126860980	0	-5	5475	4404
LOC126860981	0	-5	5475	4404
LOC126860982	0	-5	5475	4404
LOC126860983	0	-5	5475	4404
LOC126860984	0	-5	5475	4404
LOC126860985	0	-5	5475	4404
LOC126860986	0	-5	5475	4404
LOC126860987	0	-5	5475	4404
LOC126860988	0	-5	5475	4404
LOC126860989	0	-5	5475	4404
LOC126860990	0	-5	5475	4404
LOC126860991	0	-5	5475	4404
LOC126860992	0	-5	5475	4404
LOC126860993	0	-5	5475	4404
LOC126860994	0	-5	5475	4404
LOC126860995	0	-5	5475	4404
LOC126860996	0	-5	5475	4404
LOC126860997	0	-5	5475	4404
LOC126860998	0	-5	5475	4404
LOC126860999	0	-5	5475	4404
LOC126861000	0	-5	5475	4404
LOC126861001	0	-5	5475	4404
LOC126861002	0	-5	5475	4404
LOC126861003	0	-5	5475	4404
LOC126861004	0	-5	5475	4404
LOC126861005	0	-5	5475	4404
LOC126861006	0	-5	5475	4404
LOC126861007	0	-5	5475	4404
LOC126861008	0	-5	5475	4404
LOC126861009	0	-5	5475	4404
LOC126861010	0	-5	5475	4404
LOC126861011	0	-5	5475	4404
LOC126861012	0	-5	5475	4404
LOC126861013	0	-5	5475	4404
LOC126861014	0	-5	5475	4404
LOC126861015	0	-5	5475	4404
LOC126861016	0	-5	5475	4404
LOC126861017	0	-5	5475	4404
LOC126861018	0	-5	5475	4404
LOC126861019	0	-5	5475	4404
LOC126861020	0	-5	5475	4404
LOC126861021	0	-5	5475	4404
LOC126861022	0	-5	5475	4404
LOC126861023	0	-5	5475	4404
LOC126861024	0	-5	5475	4404
LOC126861025	0	-5	5475	4404
LOC126861026	0	-5	5475	4404
LOC126861027	0	-5	5475	4404
LOC126861028	0	-5	5475	4404
LOC126861029	0	-5	5475	4404
LOC126861030	0	-5	5475	4404
LOC126861031	0	-5	5475	4404
LOC126861032	0	-5	5475	4404
LOC126861033	0	-5	5475	4404
LOC126861034	0	-5	5475	4404
LOC126861035	0	-5	5475	4404
LOC126861036	0	-5	5475	4404
LOC126861037	0	-5	5475	4404
LOC126861038	0	-5	5475	4404
LOC126861039	0	-5	5475	4404
LOC126861040	0	-5	5475	4404
LOC126861041	0	-5	5475	4404
LOC126861042	0	-5	5475	4404
LOC126861043	0	-5	5475	4404
LOC126861044	0	-5	5475	4404
LOC126861045	0	-5	5475	4404
LOC126861046	0	-5	5475	4404
LOC126861047	0	-5	5475	4404
LOC126861048	0	-5	5475	4404
LOC126861049	0	-5	5475	4404
LOC126861050	0	-5	5475	4404
LOC126861051	0	-5	5475	4404
LOC126861052	0	-5	5475	4404
LOC126861053	0	-5	5475	4404
LOC126861054	0	-5	5475	4404
LOC126861055	0	-5	5475	4404
LOC126861056	0	-5	5475	4404
LOC126861057	0	-5	5475	4404
LOC126861058	0	-5	5475	4404
LOC126861059	0	-5	5475	4404
LOC126861060	0	-5	5475	4404
LOC126861061	0	-5	5475	4404
LOC126861062	0	-5	5475	4404
LOC126861063	0	-5	5475	4404
LOC126861064	0	-5	5475	4404
LOC126861065	0	-5	5475	4404
LOC126861066	0	-5	5475	4404
LOC126861067	0	-5	5475	4404
LOC126861068	0	-5	5475	4404
LOC126861069	0	-5	5475	4404
LOC126861070	0	-5	5475	4404
LOC126861071	0	-5	5475	4404
LOC126861072	0	-5	5475	4404
LOC126861073	0	-5	5475	4404
LOC126861074	0	-5	5475	4404
LOC126861075	0	-5	5475	4404
LOC126861076	0	-5	5475	4404
LOC126861077	0	-5	5475	4404
LOC126861078	0	-5	5475	4404
LOC126861079	0	-5	5475	4404
LOC126861080	0	-5	5475	4404
LOC126861081	0	-5	5475	4404
LOC126861082	0	-5	5475	4404
LOC126861083	0	-5	5475	4404
LOC126861084	0	-5	5475	4404
LOC126861085	0	-5	5475	4404
LOC126861086	0	-5	5475	4404
LOC126861087	0	-5	5475	4404
LOC126861088	0	-5	5475	4404
LOC126861089	0	-5	5475	4404
LOC126861090	0	-5	5475	4404
LOC126861091	0	-5	5475	4404
LOC126861092	0	-5	5475	4404
LOC126861093	0	-5	5475	4404
LOC126861094	0	-5	5475	4404
LOC126861095	0	-5	5475	4404
LOC126861096	0	-5	5475	4404
LOC126861097	0	-5	5475	4404
LOC126861098	0	-5	5475	4404
LOC126861099	0	-5	5475	4404
LOC126861100	0	-5	5475	4404
LOC126861101	0	-5	5475	4404
LOC126861102	0	-5	5475	4404
LOC126861103	0	-5	5475	4404
LOC126861104	0	-5	5475	4404
LOC126861105	0	-5	5475	4404
LOC126861106	0	-5	5475	4404
LOC126861107	0	-5	5475	4404
LOC126861108	0	-5	5475	4404
LOC126861109	0	-5	5475	4404
LOC126861110	0	-5	5475	4404
LOC126861111	0	-5	5475	4404
LOC126861112	0	-5	5475	4404
LOC126861113	0	-5	5475	4404
LOC126861114	0	-5	5475	4404
LOC126861115	0	-5	5475	4404
LOC126861116	0	-5	5475	4404
LOC126861117	0	-5	5475	4404
LOC126861118	0	-5	5475	4404
LOC126861119	0	-5	5475	4404
LOC126861120	0	-5	5475	4404
LOC126861121	0	-5	5475	4404
LOC126861122	0	-5	5475	4404
LOC126861123	0	-5	5475	4404
LOC126861124	0	-5	5475	4404
LOC126861125	0	-5	5475	4404
LOC126861126	0	-5	5475	4404
LOC126861127	0	-5	5475	4404
LOC126861128	0	-5	5475	4404
LOC126861129	0	-5	5475	4404
LOC126861130	0	-5	5475	4404
LOC126861131	0	-5	5475	4404
LOC126861132	0	-5	5475	4404
LOC126861133	0	-5	5475	4404
LOC126861134	0	-5	5475	4404
LOC126861135	0	-5	5475	4404
LOC126861136	0	-5	5475	4404
LOC126861137	0	-5	5475	4404
LOC126861138	0	-5	5475	4404
LOC126861139	0	-5	5475	4404
LOC126861140	0	-5	5475	4404
LOC126861141	0	-5	5475	4404
LOC126861142	0	-5	5475	4404
LOC126861143	0	-5	5475	4404
LOC126861144	0	-5	5475	4404
LOC126861145	0	-5	5475	4404
LOC126861146	0	-5	5475	4404
LOC126861147	0	-5	5475	4404
LOC126861148	0	-5	5475	4404
LOC126861149	0	-5	5475	4404
LOC126861150	0	-5	5475	4404
LOC126861151	0	-5	5475	4404
LOC126861152	0	-5	5475	4404
LOC126861153	0	-5	5475	4404
LOC126861154	0	-5	5475	4404
LOC126861155	0	-5	5475	4404
LOC126861156	0	-5	5475	4404
LOC126861157	0	-5	5475	4404
LOC126861158	0	-5	5475	4404
LOC126861159	0	-5	5475	4404
LOC126861160	0	-5	5475	4404
LOC126861161	0	-5	5475	4404
LOC126861162	0	-5	5475	4404
LOC126861163	0	-5	5475	4404
LOC126861164	0	-5	5475	4404
LOC126861165	0	-5	5475	4404
LOC126861166	0	-5	5475	4404
LOC126861167	0	-5	5475	4404
LOC126861168	0	-5	5475	4404
LOC126861169	0	-5	5475	4404
LOC126861170	0	-5	5475	4404
LOC126861171	0	-5	5475	4404
LOC126861172	0	-5	5475	4404
LOC126861173	0	-5	5475	4404
LOC126861174	0	-5	5475	4404
LOC126861175	0	-5	5475	4404
LOC126861176	0	-5	5475	4404
LOC126861177	0	-5	5475	4404
LOC126861178	0	-5	5475	4404
LOC126861179	0	-5	5475	4404
LOC126861180	0	-5	5475	4404
LOC126861181	0	-5	5475	4404
LOC126861182	0	-5	5475	4404
LOC126861183	0	-5	5475	4404
LOC126861184	0	-5	5475	4404
LOC126861185	0	-5	5475	4404
LOC126861186	0	-5	5475	4404
LOC126861187	0	-5	5475	4404
LOC126861188	0	-5	5475	4404
LOC126861189	0	-5	5475	4404
LOC126861190	0	-5	5475	4404
LOC126861191	0	-5	5475	4404
LOC126861192	0	-5	5475	4404
LOC126861193	0	-5	5475	4404
LOC126861194	0	-5	5475	4404
LOC126861195	0	-5	5475	4404
LOC126861196	0	-5	5475	4404
LOC126861197	0	-5	5475	4404
LOC126861198	0	-5	5475	4404
LOC126861199	0	-5	5475	4404
LOC126861200	0	-5	5475	4404
LOC126861201	0	-5	5475	4404
LOC126861202	0	-5	5475	4404
LOC126861203	0	-5	5475	4404
LOC126861204	0	-5	5475	4404
LOC126861205	0	-5	5475	4404
LOC126861206	0	-5	5475	4404
LOC126861207	0	-5	5475	4404
LOC126861208	0	-5	5475	4404
LOC126861209	0	-5	5475	4404
LOC126861210	0	-5	5475	4404
LOC126861211	0	-5	5475	4404
LOC126861212	0	-5	5475	4404
LOC126861213	0	-5	5475	4404
LOC126861214	0	-5	5475	4404
LOC126861215	0	-5	5475	4404
LOC126861216	0	-5	5475	4404
LOC126861217	0	-5	5475	4404
LOC126861218	0	-5	5475	4404
LOC126861219	0	-5	5475	4404
LOC126861220	0	-5	5475	4404
LOC126861221	0	-5	5475	4404
LOC126861222	0	-5	5475	4404
LOC126861223	0	-5	5475	4404
LOC126861224	0	-5	5475	4404
LOC126861225	0	-5	5475	4404
LOC126861226	0	-5	5475	4404
LOC126861227	0	-5	5475	4404
LOC126861228	0	-5	5475	4404
LOC126861229	0	-5	5475	4404
LOC126861230	0	-5	5475	4404
LOC126861231	0	-5	5475	4404
LOC126861232	0	-5	5475	4404
LOC126861233	0	-5	5475	4404
LOC126861234	0	-5	5475	4404
LOC126861235	0	-5	5475	4404
LOC126861236	0	-5	5475	4404
LOC126861237	0	-5	5475	4404
LOC126861238	0	-5	5475	4404
LOC126861239	0	-5	5475	4404
LOC126861240	0	-5	5475	4404
LOC126861241	0	-5	5475	4404
LOC126861242	0	-5	5475	4404
LOC126861243	0	-5	5475	4404
LOC126861244	0	-5	5475	4404
LOC126861245	0	-5	5475	4404
LOC126861246	0	-5	5475	4404
LOC126861247	0	-5	5475	4404
LOC126861248	0	-5	5475	4404
LOC126861249	0	-5	5475	4404
LOC126861250	0	-5	5475	4404
LOC126861251	0	-5	5475	4404
LOC126861252	0	-5	5475	4404
LOC126861253	0	-5	5475	4404
LOC126861254	0	-5	5475	4404
LOC126861255	0	-5	5475	4404
LOC126861256	0	-5	5475	4404
LOC126861257	0	-5	5475	4404
LOC126861258	0	-5	5475	4404
LOC126861259	0	-5	5475	4404
LOC126861260	0	-5	5475	4404
LOC126861261	0	-5	5475	4404
LOC126861262	0	-5	5475	4404
LOC126861263	0	-5	5475	4404
LOC126861264	0	-5	5475	4404
LOC126861265	0	-5	5475	4404
LOC126861266	0	-5	5475	4404
LOC126861267	0	-5	5475	4404
LOC126861268	0	-5	5475	4404
LOC126861269	0	-5	5475	4404
LOC126861270	0	-5	5475	4404
LOC126861271	0	-5	5475	4404
LOC126861272	0	-5	5475	4404
LOC126861273	0	-5	5475	4404
LOC126861274	0	-5	5475	4404
LOC126861275	0	-5	5475	4404
LOC126861276	0	-5	5475	4404
LOC126861277	0	-5	5475	4404
LOC126861278	0	-5	5475	4404
LOC126861279	0	-5	5475	4404
LOC126861280	0	-5	5475	4404
LOC126861281	0	-5	5475	4404
LOC126861282	0	-5	5475	4404
LOC126861283	0	-5	5475	4404
LOC126861284	0	-5	5475	4404
LOC126861285	0	-5	5475	4404
LOC126861286	0	-5	5475	4404
LOC126861287	0	-5	5475	4404
LOC126861288	0	-5	5475	4404
LOC126861289	0	-5	5475	4404
LOC126861290	0	-5	5475	4404
LOC126861291	0	-5	5475	4404
LOC126861292	0	-5	5475	4404
LOC126861293	0	-5	5475	4404
LOC126861294	0	-5	5475	4404
LOC126861295	0	-5	5475	4404
LOC126861296	0	-5	5475	4404
LOC126861297	0	-5	5475	4404
LOC126861298	0	-5	5475	4404
LOC126861299	0	-5	5475	4404
LOC126861300	0	-5	5475	4404
LOC126861301	0	-5	5475	4404
LOC126861302	0	-5	5475	4404
LOC126861303	0	-5	5475	4404
LOC126861304	0	-5	5475	4404
LOC126861305	0	-5	5475	4404
LOC126861306	0	-5	5475	4404
LOC126861307	0	-5	5475	4404
LOC126861308	0	-5	5475	4404
LOC126861309	0	-5	5475	4404
LOC126861310	0	-5	5475	4404
LOC126861311	0	-5	5475	4404
LOC126861312	0	-5	5475	4404
LOC126861313	0	-5	5475	4404
LOC126861314	0	-5	5475	4404
LOC126861315	0	-5	5475	4404
LOC126861316	0	-5	5475	4404
LOC126861317	0	-5	5475	4404
LOC126861318	0	-5	5475	4404
LOC126861319	0	-5	5475	4404
LOC126861320	0	-5	5475	4404
LOC126861321	0	-5	5475	4404
LOC126861322	0	-5	5475	4404
LOC126861323	0	-5	5475	4404
LOC126861324	0	-5	5475	4404
LOC126861325	0	-5	5475	4404
LOC126861326	0	-5	5475	4404
LOC126861327	0	-5	5475	4404
LOC126861328	0	-5	5475	4404
LOC126861329	0	-5	5475	4404
LOC126861330	0	-5	5475	4404
LOC126861331	0	-5	5475	4404
LOC126861332	0	-5	5475	4404
LOC126861333	0	-5	5475	4404
LOC126861334	0	-5	5475	4404
LOC126861335	0	-5	5475	4404
LOC126861336	0	-5	5475	4404
LOC126861337	0	-5	5475	4404
LOC126861338	0	-5	5475	4404
LOC126861339	0	-5	5475	4404
LOC126861340	0	-5	5475	4404
LOC126861341	0	-5	5475	4404
LOC126861342	0	-5	5475	4404
LOC126861343	0	-5	5475	4404
LOC126861344	0	-5	5475	4404
LOC126861345	0	-5	5475	4404
LOC126861346	0	-5	5475	4404
LOC126861347	0	-5	5475	4404
LOC126861348	0	-5	5475	4404
LOC126861349	0	-5	5475	4404
LOC126861350	0	-5	5475	4404
LOC126861351	0	-5	5475	4404
LOC126861352	0	-5	5475	4404
LOC126861353	0	-5	5475	4404
LOC126861354	0	-5	5475	4404
LOC126861355	0	-5	5475	4404
LOC126861356	0	-5	5475	4404
LOC126861357	0	-5	5475	4404
LOC126861358	0	-5	5475	4404
LOC126861359	0	-5	5475	4404
LOC126861360	0	-5	5475	4404
LOC126861361	0	-5	5475	4404
LOC126861362	0	-5	5475	4404
LOC126861363	0	-5	5475	4404
LOC126861364	0	-5	5475	4404
LOC126861365	0	-5	5475	4404
LOC126861366	0	-5	5475	4404
LOC126861367	0	-5	5475	4404
LOC126861368	0	-5	5475	4404
LOC126861369	0	-5	5475	4404
LOC126861370	0	-5	5475	4404
LOC126861371	0	-5	5475	4404
LOC126861372	0	-5	5475	4404
LOC126861373	0	-5	5475	4404
LOC126861374	0	-5	5475	4404
LOC126861375	0	-5	5475	4404
LOC126861376	0	-5	5475	4404
LOC126861377	0	-5	5475	4404
LOC126861378	0	-5	5475	4404
LOC126861379	0	-5	5475	4404
LOC126861380	0	-5	5475	4404
LOC126861381	0	-5	5475	4404
LOC126861382	0	-5	5475	4404
LOC126861383	0	-5	5475	4404
LOC126861384	0	-5	5475	4404
LOC126861385	0	-5	5475	4404
LOC126861386	0	-5	5475	4404
LOC126861387	0	-5	5475	4404
LOC126861388	0	-5	5475	4404
LOC126861389	0	-5	5475	4404
LOC126861390	0	-5	5475	4404
LOC126861391	0	-5	5475	4404
LOC126861392	0	-5	5475	4404
LOC126861393	0	-5	5475	4404
LOC126861394	0	-5	5475	4404
LOC126861395	0	-5	5475	4404
LOC126861396	0	-5	5475	4404
LOC126861397	0	-5	5475	4404
LOC126861398	0	-5	5475	4404
LOC126861399	0	-5	5475	4404
LOC126861400	0	-5	5475	4404
LOC126861401	0	-5	5475	4404
LOC126861402	0	-5	5475	4404
LOC126861403	0	-5	5475	4404
LOC126861404	0	-5	5475	4404
LOC126861405	0	-5	5475	4404
LOC126861406	0	-5	5475	4404
LOC126861407	0	-5	5475	4404
LOC126861408	0	-5	5475	4404
LOC126861409	0	-5	5475	4404
LOC126861410	0	-5	5475	4404
LOC126861411	0	-5	5475	4404
LOC126861412	0	-5	5475	4404
LOC126861413	0	-5	5475	4404
LOC126861414	0	-5	5475	4404
LOC126861415	0	-5	5475	4404
LOC126861416	0	-5	5475	4404
LOC126861417	0	-5	5475	4404
LOC126861418	0	-5	5475	4404
LOC126861419	0	-5	5475	4404
LOC126861420	0	-5	5475	4404
LOC126861421	0	-5	5475	4404
LOC126861422	0	-5	5475	4404
LOC126861423	0	-5	5475	4404
LOC126861424	0	-5	5475	4404
LOC126861425	0	-5	5475	4404
LOC126861426	0	-5	5475	4404
LOC126861427	0	-5	5475	4404
LOC126861428	0	-5	5475	4404
LOC126861429	0	-5	5475	4404
LOC126861430	0	-5	5475	4404
LOC126861431	0	-5	5475	4404
LOC126861432	0	-5	5475	4404
LOC126861433	0	-5	5475	4404
LOC126861434	0	-5	5475	4404
LOC126861435	0	-5	5475	4404
LOC126861436	0	-5	5475	4404
LOC126861437	0	-5	5475	4404
LOC126861438	0	-5	5475	4404
LOC126861439	0	-5	5475	4404
LOC126861440	0	-5	5475	4404
LOC126861441	0	-5	5475	4404
LOC126861442	0	-5	5475	4404
LOC126861443	0	-5	5475	4404
LOC126861444	0	-5	5475	4404
LOC126861445	0	-5	5475	4404
LOC126861446	0	-5	5475	4404
LOC126861447	0	-5	5475	4404
LOC126861448	0	-5	5475	4404
LOC126861449	0	-5	5475	4404
LOC126861450	0	-5	5475	4404
LOC126861451	0	-5	5475	4404
LOC126861452	0	-5	5475	4404
LOC126861453	0	-5	5475	4404
LOC126861454	0	-5	5475	4404
LOC126861455	0	-5	5475	4404
LOC126861456	0	-5	5475	4404
LOC126861457	0	-5	5475	4404
LOC126861458	0	-5	5475	4404
LOC126861459	0	-5	5475	4404
LOC126861460	0	-5	5475	4404
LOC126861461	0	-5	5475	4404
LOC126861462	0	-5	5475	4404
LOC126861463	0	-5	5475	4404
LOC126861464	0	-5	5475	4404
LOC126861465	0	-5	5475	4404
LOC126861466	0	-5	5475	4404
LOC126861467	0	-5	5475	4404
LOC126861468	0	-5	5475	4404
LOC126861469	0	-5	5475	4404
LOC126861470	0	-5	5475	4404
LOC126861471	0	-5	5475	4404
LOC126861472	0	-5	5475	4404
LOC126861473	0	-5	5475	4404
LOC126861474	0	-5	5475	4404
LOC126861475	0	-5	5475	4404
LOC126861476	0	-5	5475	4404
LOC126861477	0	-5	5475	4404
LOC126861478	0	-5	5475	4404
LOC126861479	0	-5	5475	4404
LOC126861480	0	-5	5475	4404
LOC126861481	0	-5	5475	4404
LOC126861482	0	-5	5475	4404
LOC126861483	0	-5	5475	4404
LOC126861484	0	-5	5475	4404
LOC126861485	0	-5	5475	4404
LOC126861486	0	-5	5475	4404
LOC126861487	0	-5	5475	4404
LOC126861488	0	-5	5475	4404
LOC126861489	0	-5	5475	4404
LOC126861490	0	-5	5475	4404
LOC126861491	0	-5	5475	4404
LOC126861492	0	-5	5475	4404
LOC126861493	0	-5	5475	4404
LOC126861494	0	-5	5475	4404
LOC126861495	0	-5	5475	4404
LOC126861496	0	-5	5475	4404
LOC126861497	0	-5	5475	4404
LOC126861498	0	-5	5475	4404
LOC126861499	0	-5	5475	4404
LOC126861500	0	-5	5475	4404
LOC126861501	0	-5	5475	4404
LOC126861502	0	-5	5475	4404
LOC126861503	0	-5	5475	4404
LOC126861504	0	-5	5475	4404
LOC126861505	0	-5	5475	4404
LOC126861506	0	-5	5475	4404
LOC126861507	0	-5	5475	4404
LOC126861508	0	-5	5475	4404
LOC126861509	0	-5	5475	4404
LOC126861510	0	-5	5475	4404
LOC126861511	0	-5	5475	4404
LOC126861512	0	-5	5475	4404
LOC126861513	0	-5	5475	4404
LOC126861514	0	-5	5475	4404
LOC126861515	0	-5	5475	4404
LOC126861516	0	-5	5475	4404
LOC126861517	0	-5	5475	4404
LOC126861518	0	-5	5475	4404
LOC126861519	0	-5	5475	4404
LOC126861520	0	-5	5475	4404
LOC126861521	0	-5	5475	4404
LOC126861522	0	-5	5475	4404
LOC126861523	0	-5	5475	4404
LOC126861524	0	-5	5475	4404
LOC126861525	0	-5	5475	4404
LOC126861526	0	-5	5475	4404
LOC126861527	0	-5	5475	4404
LOC126861528	0	-5	5475	4404
LOC126861529	0	-5	5475	4404
LOC126861530	0	-5	5475	4404
LOC126861531	0	-5	5475	4404
LOC126861532	0	-5	5475	4404
LOC126861533	0	-5	5475	4404
LOC126861534	0	-5	5475	4404
LOC126861535	0	-5	5475	4404
LOC126861536	0	-5	5475	4404
LOC126861537	0	-5	5475	4404
LOC126861538	0	-5	5475	4404
LOC126861539	0	-5	5475	4404
LOC126861540	0	-5	5475	4404
LOC126861541	0	-5	5475	4404
LOC126861542	0	-5	5475	4404
LOC126861543	0	-5	5475	4404
LOC126861544	0	-5	5475	4404
LOC126861545	0	-5	5475	4404
LOC126861546	0	-5	5475	4404
LOC126861547	0	-5	5475	4404
LOC126861548	0	-5	5475	4404
LOC126861549	0	-5	5475	4404
LOC126861550	0	-5	5475	4404
LOC126861551	0	-5	5475	4404
LOC126861552	0	-5	5475	4404
LOC126861553	0	-5	5475	4404
LOC126861554	0	-5	5475	4404
LOC126861555	0	-5	5475	4404
LOC126861556	0	-5	5475	4404
LOC126861557	0	-5	5475	4404
LOC126861558	0	-5	5475	4404
LOC126861559	0	-5	5475	4404
LOC126861560	0	-5	5475	4404
LOC126861561	0	-5	5475	4404
LOC126861562	0	-5	5475	4404
LOC126861563	0	-5	5475	4404
LOC126861564	0	-5	5475	4404
LOC126861565	0	-5	5475	4404
LOC126861566	0	-5	5475	4404
LOC126861567	0	-5	5475	4404
LOC126861568	0	-5	5475	4404
LOC126861569	0	-5	5475	4404
LOC126861570	0	-5	5475	4404
LOC126861571	0	-5	5475	4404
LOC126861572	0	-5	5475	4404
LOC126861573	0	-5	5475	4404
LOC126861574	0	-5	5475	4404
LOC126861575	0	-5	5475	4404
LOC126861576	0	-5	5475	4404
LOC126861577	0	-5	5475	4404
LOC126861578	0	-5	5475	4404
LOC126861579	0	-5	5475	4404
LOC126861580	0	-5	5475	4404
LOC126861581	0	-5	5475	4404
LOC126861582	0	-5	5475	4404
LOC126861583	0	-5	5475	4404
LOC126861584	0	-5	5475	4404
LOC126861585	0	-5	5475	4404
LOC126861586	0	-5	5475	4404
LOC126861587	0	-5	5475	4404
LOC126861588	0	-5	5475	4404
LOC126861589	0	-5	5475	4404
LOC126861590	0	-5	5475	4404
LOC126861591	0	-5	5475	4404
LOC126861592	0	-5	5475	4404
