## cite_days=180
# gene	cites	cite_delta	cite_rank	cite_rank_delta	views	view_delta	view_rank	view_rank_delta
LOC126862128	0	-5	5551	4345	0	0
LOC126862129	0	-5	5551	4345	0	0
LOC126862130	0	-5	5551	4345	0	0
LOC126862131	0	-5	5551	4345	0	0
LOC126862132	0	-5	5551	4345	0	0
LOC126862133	0	-5	5551	4345	0	0
LOC126862134	0	-5	5551	4345	0	0
LOC126862135	0	-5	5551	4345	0	0
LOC126862136	0	-5	5551	4345	0	0
LOC126862137	0	-5	5551	4345	0	0
LOC126862138	0	-5	5551	4345	0	0
LOC126862139	0	-5	5551	4345	0	0
LOC126862140	0	-5	5551	4345	0	0
LOC126862141	0	-5	5551	4345	0	0
LOC126862142	0	-5	5551	4345	0	0
LOC126862143	0	-5	5551	4345	0	0
LOC126862144	0	-5	5551	4345	0	0
LOC126862145	0	-5	5551	4345	0	0
LOC126862146	0	-5	5551	4345	0	0
LOC126862147	0	-5	5551	4345	0	0
LOC126862148	0	-5	5551	4345	0	0
LOC126862149	0	-5	5551	4345	0	0
LOC126862150	0	-5	5551	4345	0	0
LOC126862151	0	-5	5551	4345	0	0
LOC126862152	0	-5	5551	4345	0	0
LOC126862153	0	-5	5551	4345	0	0
LOC126862154	0	-5	5551	4345	0	0
LOC126862155	0	-5	5551	4345	0	0
LOC126862156	0	-5	5551	4345	0	0
LOC126862157	0	-5	5551	4345	0	0
LOC126862158	0	-5	5551	4345	0	0
LOC126862159	0	-5	5551	4345	0	0
LOC126862160	0	-5	5551	4345	0	0
LOC126862161	0	-5	5551	4345	0	0
LOC126862162	0	-5	5551	4345	0	0
LOC126862163	0	-5	5551	4345	0	0
LOC126862164	0	-5	5551	4345	0	0
LOC126862165	0	-5	5551	4345	0	0
LOC126862166	0	-5	5551	4345	0	0
LOC126862167	0	-5	5551	4345	0	0
LOC126862168	0	-5	5551	4345	0	0
LOC126862169	0	-5	5551	4345	0	0
LOC126862170	0	-5	5551	4345	0	0
LOC126862171	0	-5	5551	4345	0	0
LOC126862172	0	-5	5551	4345	0	0
LOC126862173	0	-5	5551	4345	0	0
LOC126862174	0	-5	5551	4345	0	0
LOC126862175	0	-5	5551	4345	0	0
LOC126862176	0	-5	5551	4345	0	0
LOC126862177	0	-5	5551	4345	0	0
LOC126862178	0	-5	5551	4345	0	0
LOC126862179	0	-5	5551	4345	0	0
LOC126862180	0	-5	5551	4345	0	0
LOC126862181	0	-5	5551	4345	0	0
LOC126862182	0	-5	5551	4345	0	0
LOC126862183	0	-5	5551	4345	0	0
LOC126862184	0	-5	5551	4345	0	0
LOC126862185	0	-5	5551	4345	0	0
LOC126862186	0	-5	5551	4345	0	0
LOC126862187	0	-5	5551	4345	0	0
LOC126862188	0	-5	5551	4345	0	0
LOC126862189	0	-5	5551	4345	0	0
LOC126862190	0	-5	5551	4345	0	0
LOC126862191	0	-5	5551	4345	0	0
LOC126862192	0	-5	5551	4345	0	0
LOC126862193	0	-5	5551	4345	0	0
LOC126862194	0	-5	5551	4345	0	0
LOC126862195	0	-5	5551	4345	0	0
LOC126862196	0	-5	5551	4345	0	0
LOC126862197	0	-5	5551	4345	0	0
LOC126862198	0	-5	5551	4345	0	0
LOC126862199	0	-5	5551	4345	0	0
LOC126862200	0	-5	5551	4345	0	0
LOC126862201	0	-5	5551	4345	0	0
LOC126862202	0	-5	5551	4345	0	0
LOC126862203	0	-5	5551	4345	0	0
LOC126862204	0	-5	5551	4345	0	0
LOC126862205	0	-5	5551	4345	0	0
LOC126862206	0	-5	5551	4345	0	0
LOC126862207	0	-5	5551	4345	0	0
LOC126862208	0	-5	5551	4345	0	0
LOC126862209	0	-5	5551	4345	0	0
LOC126862210	0	-5	5551	4345	0	0
LOC126862211	0	-5	5551	4345	0	0
LOC126862212	0	-5	5551	4345	0	0
LOC126862213	0	-5	5551	4345	0	0
LOC126862214	0	-5	5551	4345	0	0
LOC126862215	0	-5	5551	4345	0	0
LOC126862216	0	-5	5551	4345	0	0
LOC126862217	0	-5	5551	4345	0	0
LOC126862218	0	-5	5551	4345	0	0
LOC126862219	0	-5	5551	4345	0	0
LOC126862220	0	-5	5551	4345	0	0
LOC126862221	0	-5	5551	4345	0	0
LOC126862222	0	-5	5551	4345	0	0
LOC126862223	0	-5	5551	4345	0	0
LOC126862224	0	-5	5551	4345	0	0
LOC126862225	0	-5	5551	4345	0	0
LOC126862226	0	-5	5551	4345	0	0
LOC126862227	0	-5	5551	4345	0	0
LOC126862228	0	-5	5551	4345	0	0
LOC126862229	0	-5	5551	4345	0	0
LOC126862230	0	-5	5551	4345	0	0
LOC126862231	0	-5	5551	4345	0	0
LOC126862232	0	-5	5551	4345	0	0
LOC126862233	0	-5	5551	4345	0	0
LOC126862234	0	-5	5551	4345	0	0
LOC126862235	0	-5	5551	4345	0	0
LOC126862236	0	-5	5551	4345	0	0
LOC126862237	0	-5	5551	4345	0	0
LOC126862238	0	-5	5551	4345	0	0
LOC126862239	0	-5	5551	4345	0	0
LOC126862240	0	-5	5551	4345	0	0
LOC126862241	0	-5	5551	4345	0	0
LOC126862242	0	-5	5551	4345	0	0
LOC126862243	0	-5	5551	4345	0	0
LOC126862244	0	-5	5551	4345	0	0
LOC126862245	0	-5	5551	4345	0	0
LOC126862246	0	-5	5551	4345	0	0
LOC126862247	0	-5	5551	4345	0	0
LOC126862248	0	-5	5551	4345	0	0
LOC126862249	0	-5	5551	4345	0	0
LOC126862250	0	-5	5551	4345	0	0
LOC126862251	0	-5	5551	4345	0	0
LOC126862252	0	-5	5551	4345	0	0
LOC126862253	0	-5	5551	4345	0	0
LOC126862254	0	-5	5551	4345	0	0
LOC126862255	0	-5	5551	4345	0	0
LOC126862256	0	-5	5551	4345	0	0
LOC126862257	0	-5	5551	4345	0	0
LOC126862258	0	-5	5551	4345	0	0
LOC126862259	0	-5	5551	4345	0	0
LOC126862260	0	-5	5551	4345	0	0
LOC126862261	0	-5	5551	4345	0	0
LOC126862262	0	-5	5551	4345	0	0
LOC126862263	0	-5	5551	4345	0	0
LOC126862264	0	-5	5551	4345	0	0
LOC126862265	0	-5	5551	4345	0	0
LOC126862266	0	-5	5551	4345	0	0
LOC126862267	0	-5	5551	4345	0	0
LOC126862268	0	-5	5551	4345	0	0
LOC126862269	0	-5	5551	4345	0	0
LOC126862270	0	-5	5551	4345	0	0
LOC126862271	0	-5	5551	4345	0	0
LOC126862272	0	-5	5551	4345	0	0
LOC126862273	0	-5	5551	4345	0	0
LOC126862274	0	-5	5551	4345	0	0
LOC126862275	0	-5	5551	4345	0	0
LOC126862276	0	-5	5551	4345	0	0
LOC126862277	0	-5	5551	4345	0	0
LOC126862278	0	-5	5551	4345	0	0
LOC126862279	0	-5	5551	4345	0	0
LOC126862280	0	-5	5551	4345	0	0
LOC126862281	0	-5	5551	4345	0	0
LOC126862282	0	-5	5551	4345	0	0
LOC126862283	0	-5	5551	4345	0	0
LOC126862284	0	-5	5551	4345	0	0
LOC126862285	0	-5	5551	4345	0	0
LOC126862286	0	-5	5551	4345	0	0
LOC126862287	0	-5	5551	4345	0	0
LOC126862288	0	-5	5551	4345	0	0
LOC126862289	0	-5	5551	4345	0	0
LOC126862290	0	-5	5551	4345	0	0
LOC126862291	0	-5	5551	4345	0	0
LOC126862292	0	-5	5551	4345	0	0
LOC126862293	0	-5	5551	4345	0	0
LOC126862294	0	-5	5551	4345	0	0
LOC126862295	0	-5	5551	4345	0	0
LOC126862296	0	-5	5551	4345	0	0
LOC126862297	0	-5	5551	4345	0	0
LOC126862298	0	-5	5551	4345	0	0
LOC126862299	0	-5	5551	4345	0	0
LOC126862300	0	-5	5551	4345	0	0
LOC126862301	0	-5	5551	4345	0	0
LOC126862302	0	-5	5551	4345	0	0
LOC126862303	0	-5	5551	4345	0	0
LOC126862304	0	-5	5551	4345	0	0
LOC126862305	0	-5	5551	4345	0	0
LOC126862306	0	-5	5551	4345	0	0
LOC126862307	0	-5	5551	4345	0	0
LOC126862308	0	-5	5551	4345	0	0
LOC126862309	0	-5	5551	4345	0	0
LOC126862310	0	-5	5551	4345	0	0
LOC126862311	0	-5	5551	4345	0	0
LOC126862312	0	-5	5551	4345	0	0
LOC126862313	0	-5	5551	4345	0	0
LOC126862314	0	-5	5551	4345	0	0
LOC126862315	0	-5	5551	4345	0	0
LOC126862316	0	-5	5551	4345	0	0
LOC126862317	0	-5	5551	4345	0	0
LOC126862318	0	-5	5551	4345	0	0
LOC126862319	0	-5	5551	4345	0	0
LOC126862320	0	-5	5551	4345	0	0
LOC126862321	0	-5	5551	4345	0	0
LOC126862322	0	-5	5551	4345	0	0
LOC126862323	0	-5	5551	4345	0	0
LOC126862324	0	-5	5551	4345	0	0
LOC126862325	0	-5	5551	4345	0	0
LOC126862326	0	-5	5551	4345	0	0
LOC126862327	0	-5	5551	4345	0	0
LOC126862328	0	-5	5551	4345	0	0
LOC126862329	0	-5	5551	4345	0	0
LOC126862330	0	-5	5551	4345	0	0
LOC126862331	0	-5	5551	4345	0	0
LOC126862332	0	-5	5551	4345	0	0
LOC126862333	0	-5	5551	4345	0	0
LOC126862334	0	-5	5551	4345	0	0
LOC126862335	0	-5	5551	4345	0	0
LOC126862336	0	-5	5551	4345	0	0
LOC126862337	0	-5	5551	4345	0	0
LOC126862338	0	-5	5551	4345	0	0
LOC126862339	0	-5	5551	4345	0	0
LOC126862340	0	-5	5551	4345	0	0
LOC126862341	0	-5	5551	4345	0	0
LOC126862342	0	-5	5551	4345	0	0
LOC126862343	0	-5	5551	4345	0	0
LOC126862344	0	-5	5551	4345	0	0
LOC126862345	0	-5	5551	4345	0	0
LOC126862346	0	-5	5551	4345	0	0
LOC126862347	0	-5	5551	4345	0	0
LOC126862348	0	-5	5551	4345	0	0
LOC126862349	0	-5	5551	4345	0	0
LOC126862350	0	-5	5551	4345	0	0
LOC126862351	0	-5	5551	4345	0	0
LOC126862352	0	-5	5551	4345	0	0
LOC126862353	0	-5	5551	4345	0	0
LOC126862354	0	-5	5551	4345	0	0
LOC126862355	0	-5	5551	4345	0	0
LOC126862356	0	-5	5551	4345	0	0
LOC126862357	0	-5	5551	4345	0	0
LOC126862358	0	-5	5551	4345	0	0
LOC126862359	0	-5	5551	4345	0	0
LOC126862360	0	-5	5551	4345	0	0
LOC126862361	0	-5	5551	4345	0	0
LOC126862362	0	-5	5551	4345	0	0
LOC126862363	0	-5	5551	4345	0	0
LOC126862364	0	-5	5551	4345	0	0
LOC126862365	0	-5	5551	4345	0	0
LOC126862366	0	-5	5551	4345	0	0
LOC126862367	0	-5	5551	4345	0	0
LOC126862368	0	-5	5551	4345	0	0
LOC126862369	0	-5	5551	4345	0	0
LOC126862370	0	-5	5551	4345	0	0
LOC126862371	0	-5	5551	4345	0	0
LOC126862372	0	-5	5551	4345	0	0
LOC126862373	0	-5	5551	4345	0	0
LOC126862374	0	-5	5551	4345	0	0
LOC126862375	0	-5	5551	4345	0	0
LOC126862376	0	-5	5551	4345	0	0
LOC126862377	0	-5	5551	4345	0	0
LOC126862378	0	-5	5551	4345	0	0
LOC126862379	0	-5	5551	4345	0	0
LOC126862380	0	-5	5551	4345	0	0
LOC126862381	0	-5	5551	4345	0	0
LOC126862382	0	-5	5551	4345	0	0
LOC126862383	0	-5	5551	4345	0	0
LOC126862384	0	-5	5551	4345	0	0
LOC126862385	0	-5	5551	4345	0	0
LOC126862386	0	-5	5551	4345	0	0
LOC126862387	0	-5	5551	4345	0	0
LOC126862388	0	-5	5551	4345	0	0
LOC126862389	0	-5	5551	4345	0	0
LOC126862390	0	-5	5551	4345	0	0
LOC126862391	0	-5	5551	4345	0	0
LOC126862392	0	-5	5551	4345	0	0
LOC126862393	0	-5	5551	4345	0	0
LOC126862394	0	-5	5551	4345	0	0
LOC126862395	0	-5	5551	4345	0	0
LOC126862396	0	-5	5551	4345	0	0
LOC126862397	0	-5	5551	4345	0	0
LOC126862398	0	-5	5551	4345	0	0
LOC126862399	0	-5	5551	4345	0	0
LOC126862400	0	-5	5551	4345	0	0
LOC126862401	0	-5	5551	4345	0	0
LOC126862402	0	-5	5551	4345	0	0
LOC126862403	0	-5	5551	4345	0	0
LOC126862404	0	-5	5551	4345	0	0
LOC126862405	0	-5	5551	4345	0	0
LOC126862406	0	-5	5551	4345	0	0
LOC126862407	0	-5	5551	4345	0	0
LOC126862408	0	-5	5551	4345	0	0
LOC126862409	0	-5	5551	4345	0	0
LOC126862410	0	-5	5551	4345	0	0
LOC126862411	0	-5	5551	4345	0	0
LOC126862412	0	-5	5551	4345	0	0
LOC126862413	0	-5	5551	4345	0	0
LOC126862414	0	-5	5551	4345	0	0
LOC126862415	0	-5	5551	4345	0	0
LOC126862416	0	-5	5551	4345	0	0
LOC126862417	0	-5	5551	4345	0	0
LOC126862418	0	-5	5551	4345	0	0
LOC126862419	0	-5	5551	4345	0	0
LOC126862420	0	-5	5551	4345	0	0
LOC126862421	0	-5	5551	4345	0	0
LOC126862422	0	-5	5551	4345	0	0
LOC126862423	0	-5	5551	4345	0	0
LOC126862424	0	-5	5551	4345	0	0
LOC126862425	0	-5	5551	4345	0	0
LOC126862426	0	-5	5551	4345	0	0
LOC126862427	0	-5	5551	4345	0	0
LOC126862428	0	-5	5551	4345	0	0
LOC126862429	0	-5	5551	4345	0	0
LOC126862430	0	-5	5551	4345	0	0
LOC126862431	0	-5	5551	4345	0	0
LOC126862432	0	-5	5551	4345	0	0
LOC126862433	0	-5	5551	4345	0	0
LOC126862434	0	-5	5551	4345	0	0
LOC126862435	0	-5	5551	4345	0	0
LOC126862436	0	-5	5551	4345	0	0
LOC126862437	0	-5	5551	4345	0	0
LOC126862438	0	-5	5551	4345	0	0
LOC126862439	0	-5	5551	4345	0	0
LOC126862440	0	-5	5551	4345	0	0
LOC126862441	0	-5	5551	4345	0	0
LOC126862442	0	-5	5551	4345	0	0
LOC126862443	0	-5	5551	4345	0	0
LOC126862444	0	-5	5551	4345	0	0
LOC126862445	0	-5	5551	4345	0	0
LOC126862446	0	-5	5551	4345	0	0
LOC126862447	0	-5	5551	4345	0	0
LOC126862448	0	-5	5551	4345	0	0
LOC126862449	0	-5	5551	4345	0	0
LOC126862450	0	-5	5551	4345	0	0
LOC126862451	0	-5	5551	4345	0	0
LOC126862453	0	-5	5551	4345	0	0
LOC126862454	0	-5	5551	4345	0	0
LOC126862455	0	-5	5551	4345	0	0
LOC126862456	0	-5	5551	4345	0	0
LOC126862457	0	-5	5551	4345	0	0
LOC126862458	0	-5	5551	4345	0	0
LOC126862459	0	-5	5551	4345	0	0
LOC126862460	0	-5	5551	4345	0	0
LOC126862461	0	-5	5551	4345	0	0
LOC126862462	0	-5	5551	4345	0	0
LOC126862463	0	-5	5551	4345	0	0
LOC126862464	0	-5	5551	4345	0	0
LOC126862465	0	-5	5551	4345	0	0
LOC126862466	0	-5	5551	4345	0	0
LOC126862467	0	-5	5551	4345	0	0
LOC126862468	0	-5	5551	4345	0	0
LOC126862469	0	-5	5551	4345	0	0
LOC126862470	0	-5	5551	4345	0	0
LOC126862471	0	-5	5551	4345	0	0
LOC126862472	0	-5	5551	4345	0	0
LOC126862473	0	-5	5551	4345	0	0
LOC126862474	0	-5	5551	4345	0	0
LOC126862475	0	-5	5551	4345	0	0
LOC126862476	0	-5	5551	4345	0	0
LOC126862477	0	-5	5551	4345	0	0
LOC126862478	0	-5	5551	4345	0	0
LOC126862479	0	-5	5551	4345	0	0
LOC126862480	0	-5	5551	4345	0	0
LOC126862481	0	-5	5551	4345	0	0
LOC126862482	0	-5	5551	4345	0	0
LOC126862483	0	-5	5551	4345	0	0
LOC126862484	0	-5	5551	4345	0	0
LOC126862485	0	-5	5551	4345	0	0
LOC126862486	0	-5	5551	4345	0	0
LOC126862487	0	-5	5551	4345	0	0
LOC126862488	0	-5	5551	4345	0	0
LOC126862489	0	-5	5551	4345	0	0
LOC126862490	0	-5	5551	4345	0	0
LOC126862491	0	-5	5551	4345	0	0
LOC126862492	0	-5	5551	4345	0	0
LOC126862493	0	-5	5551	4345	0	0
LOC126862494	0	-5	5551	4345	0	0
LOC126862495	0	-5	5551	4345	0	0
LOC126862496	0	-5	5551	4345	0	0
LOC126862497	0	-5	5551	4345	0	0
LOC126862498	0	-5	5551	4345	0	0
LOC126862499	0	-5	5551	4345	0	0
LOC126862500	0	-5	5551	4345	0	0
LOC126862501	0	-5	5551	4345	0	0
LOC126862502	0	-5	5551	4345	0	0
LOC126862503	0	-5	5551	4345	0	0
LOC126862504	0	-5	5551	4345	0	0
LOC126862505	0	-5	5551	4345	0	0
LOC126862506	0	-5	5551	4345	0	0
LOC126862507	0	-5	5551	4345	0	0
LOC126862508	0	-5	5551	4345	0	0
LOC126862509	0	-5	5551	4345	0	0
LOC126862510	0	-5	5551	4345	0	0
LOC126862511	0	-5	5551	4345	0	0
LOC126862512	0	-5	5551	4345	0	0
LOC126862513	0	-5	5551	4345	0	0
LOC126862514	0	-5	5551	4345	0	0
LOC126862515	0	-5	5551	4345	0	0
LOC126862516	0	-5	5551	4345	0	0
LOC126862517	0	-5	5551	4345	0	0
LOC126862518	0	-5	5551	4345	0	0
LOC126862519	0	-5	5551	4345	0	0
LOC126862520	0	-5	5551	4345	0	0
LOC126862521	0	-5	5551	4345	0	0
LOC126862522	0	-5	5551	4345	0	0
LOC126862523	0	-5	5551	4345	0	0
LOC126862524	0	-5	5551	4345	0	0
LOC126862525	0	-5	5551	4345	0	0
LOC126862526	0	-5	5551	4345	0	0
LOC126862527	0	-5	5551	4345	0	0
LOC126862528	0	-5	5551	4345	0	0
LOC126862529	0	-5	5551	4345	0	0
LOC126862530	0	-5	5551	4345	0	0
LOC126862531	0	-5	5551	4345	0	0
LOC126862532	0	-5	5551	4345	0	0
LOC126862533	0	-5	5551	4345	0	0
LOC126862534	0	-5	5551	4345	0	0
LOC126862535	0	-5	5551	4345	0	0
LOC126862536	0	-5	5551	4345	0	0
LOC126862537	0	-5	5551	4345	0	0
LOC126862538	0	-5	5551	4345	0	0
LOC126862539	0	-5	5551	4345	0	0
LOC126862540	0	-5	5551	4345	0	0
LOC126862541	0	-5	5551	4345	0	0
LOC126862542	0	-5	5551	4345	0	0
LOC126862543	0	-5	5551	4345	0	0
LOC126862544	0	-5	5551	4345	0	0
LOC126862545	0	-5	5551	4345	0	0
LOC126862546	0	-5	5551	4345	0	0
LOC126862547	0	-5	5551	4345	0	0
LOC126862548	0	-5	5551	4345	0	0
LOC126862549	0	-5	5551	4345	0	0
LOC126862550	0	-5	5551	4345	0	0
LOC126862551	0	-5	5551	4345	0	0
LOC126862552	0	-5	5551	4345	0	0
LOC126862553	0	-5	5551	4345	0	0
LOC126862554	0	-5	5551	4345	0	0
LOC126862555	0	-5	5551	4345	0	0
LOC126862556	0	-5	5551	4345	0	0
LOC126862557	0	-5	5551	4345	0	0
LOC126862558	0	-5	5551	4345	0	0
LOC126862559	0	-5	5551	4345	0	0
LOC126862560	0	-5	5551	4345	0	0
LOC126862561	0	-5	5551	4345	0	0
LOC126862562	0	-5	5551	4345	0	0
LOC126862563	0	-5	5551	4345	0	0
LOC126862564	0	-5	5551	4345	0	0
LOC126862565	0	-5	5551	4345	0	0
LOC126862566	0	-5	5551	4345	0	0
LOC126862567	0	-5	5551	4345	0	0
LOC126862568	0	-5	5551	4345	0	0
LOC126862569	0	-5	5551	4345	0	0
LOC126862570	0	-5	5551	4345	0	0
LOC126862571	0	-5	5551	4345	0	0
LOC126862572	0	-5	5551	4345	0	0
LOC126862573	0	-5	5551	4345	0	0
LOC126862574	0	-5	5551	4345	0	0
LOC126862575	0	-5	5551	4345	0	0
LOC126862576	0	-5	5551	4345	0	0
LOC126862577	0	-5	5551	4345	0	0
LOC126862578	0	-5	5551	4345	0	0
LOC126862579	0	-5	5551	4345	0	0
LOC126862580	0	-5	5551	4345	0	0
LOC126862581	0	-5	5551	4345	0	0
LOC126862582	0	-5	5551	4345	0	0
LOC126862583	0	-5	5551	4345	0	0
LOC126862584	0	-5	5551	4345	0	0
LOC126862585	0	-5	5551	4345	0	0
LOC126862586	0	-5	5551	4345	0	0
LOC126862587	0	-5	5551	4345	0	0
LOC126862588	0	-5	5551	4345	0	0
LOC126862589	0	-5	5551	4345	0	0
LOC126862590	0	-5	5551	4345	0	0
LOC126862591	0	-5	5551	4345	0	0
LOC126862592	0	-5	5551	4345	0	0
LOC126862593	0	-5	5551	4345	0	0
LOC126862594	0	-5	5551	4345	0	0
LOC126862595	0	-5	5551	4345	0	0
LOC126862596	0	-5	5551	4345	0	0
LOC126862597	0	-5	5551	4345	0	0
LOC126862598	0	-5	5551	4345	0	0
LOC126862599	0	-5	5551	4345	0	0
LOC126862600	0	-5	5551	4345	0	0
LOC126862601	0	-5	5551	4345	0	0
LOC126862602	0	-5	5551	4345	0	0
LOC126862603	0	-5	5551	4345	0	0
LOC126862604	0	-5	5551	4345	0	0
LOC126862605	0	-5	5551	4345	0	0
LOC126862606	0	-5	5551	4345	0	0
LOC126862607	0	-5	5551	4345	0	0
LOC126862608	0	-5	5551	4345	0	0
LOC126862609	0	-5	5551	4345	0	0
LOC126862610	0	-5	5551	4345	0	0
LOC126862611	0	-5	5551	4345	0	0
LOC126862612	0	-5	5551	4345	0	0
LOC126862613	0	-5	5551	4345	0	0
LOC126862614	0	-5	5551	4345	0	0
LOC126862615	0	-5	5551	4345	0	0
LOC126862616	0	-5	5551	4345	0	0
LOC126862617	0	-5	5551	4345	0	0
LOC126862618	0	-5	5551	4345	0	0
LOC126862619	0	-5	5551	4345	0	0
LOC126862620	0	-5	5551	4345	0	0
LOC126862621	0	-5	5551	4345	0	0
LOC126862622	0	-5	5551	4345	0	0
LOC126862623	0	-5	5551	4345	0	0
LOC126862624	0	-5	5551	4345	0	0
LOC126862625	0	-5	5551	4345	0	0
LOC126862626	0	-5	5551	4345	0	0
LOC126862627	0	-5	5551	4345	0	0
LOC126862628	0	-5	5551	4345	0	0
LOC126862629	0	-5	5551	4345	0	0
LOC126862630	0	-5	5551	4345	0	0
LOC126862631	0	-5	5551	4345	0	0
LOC126862632	0	-5	5551	4345	0	0
LOC126862633	0	-5	5551	4345	0	0
LOC126862634	0	-5	5551	4345	0	0
LOC126862635	0	-5	5551	4345	0	0
LOC126862636	0	-5	5551	4345	0	0
LOC126862637	0	-5	5551	4345	0	0
LOC126862638	0	-5	5551	4345	0	0
LOC126862639	0	-5	5551	4345	0	0
LOC126862640	0	-5	5551	4345	0	0
LOC126862641	0	-5	5551	4345	0	0
LOC126862642	0	-5	5551	4345	0	0
LOC126862643	0	-5	5551	4345	0	0
LOC126862644	0	-5	5551	4345	0	0
LOC126862645	0	-5	5551	4345	0	0
LOC126862646	0	-5	5551	4345	0	0
LOC126862647	0	-5	5551	4345	0	0
LOC126862648	0	-5	5551	4345	0	0
LOC126862649	0	-5	5551	4345	0	0
LOC126862650	0	-5	5551	4345	0	0
LOC126862651	0	-5	5551	4345	0	0
LOC126862652	0	-5	5551	4345	0	0
LOC126862653	0	-5	5551	4345	0	0
LOC126862654	0	-5	5551	4345	0	0
LOC126862655	0	-5	5551	4345	0	0
LOC126862656	0	-5	5551	4345	0	0
LOC126862657	0	-5	5551	4345	0	0
LOC126862658	0	-5	5551	4345	0	0
LOC126862659	0	-5	5551	4345	0	0
LOC126862660	0	-5	5551	4345	0	0
LOC126862661	0	-5	5551	4345	0	0
LOC126862662	0	-5	5551	4345	0	0
LOC126862663	0	-5	5551	4345	0	0
LOC126862664	0	-5	5551	4345	0	0
LOC126862665	0	-5	5551	4345	0	0
LOC126862666	0	-5	5551	4345	0	0
LOC126862667	0	-5	5551	4345	0	0
LOC126862668	0	-5	5551	4345	0	0
LOC126862669	0	-5	5551	4345	0	0
LOC126862670	0	-5	5551	4345	0	0
LOC126862671	0	-5	5551	4345	0	0
LOC126862672	0	-5	5551	4345	0	0
LOC126862673	0	-5	5551	4345	0	0
LOC126862674	0	-5	5551	4345	0	0
LOC126862675	0	-5	5551	4345	0	0
LOC126862676	0	-5	5551	4345	0	0
LOC126862677	0	-5	5551	4345	0	0
LOC126862678	0	-5	5551	4345	0	0
LOC126862679	0	-5	5551	4345	0	0
LOC126862680	0	-5	5551	4345	0	0
LOC126862681	0	-5	5551	4345	0	0
LOC126862682	0	-5	5551	4345	0	0
LOC126862683	0	-5	5551	4345	0	0
LOC126862684	0	-5	5551	4345	0	0
LOC126862685	0	-5	5551	4345	0	0
LOC126862686	0	-5	5551	4345	0	0
LOC126862687	0	-5	5551	4345	0	0
LOC126862688	0	-5	5551	4345	0	0
LOC126862689	0	-5	5551	4345	0	0
LOC126862690	0	-5	5551	4345	0	0
LOC126862691	0	-5	5551	4345	0	0
LOC126862692	0	-5	5551	4345	0	0
LOC126862693	0	-5	5551	4345	0	0
LOC126862694	0	-5	5551	4345	0	0
LOC126862695	0	-5	5551	4345	0	0
LOC126862696	0	-5	5551	4345	0	0
LOC126862697	0	-5	5551	4345	0	0
LOC126862698	0	-5	5551	4345	0	0
LOC126862699	0	-5	5551	4345	0	0
LOC126862700	0	-5	5551	4345	0	0
LOC126862701	0	-5	5551	4345	0	0
LOC126862702	0	-5	5551	4345	0	0
LOC126862703	0	-5	5551	4345	0	0
LOC126862704	0	-5	5551	4345	0	0
LOC126862705	0	-5	5551	4345	0	0
LOC126862706	0	-5	5551	4345	0	0
LOC126862707	0	-5	5551	4345	0	0
LOC126862708	0	-5	5551	4345	0	0
LOC126862709	0	-5	5551	4345	0	0
LOC126862710	0	-5	5551	4345	0	0
LOC126862711	0	-5	5551	4345	0	0
LOC126862712	0	-5	5551	4345	0	0
LOC126862713	0	-5	5551	4345	0	0
LOC126862714	0	-5	5551	4345	0	0
LOC126862715	0	-5	5551	4345	0	0
LOC126862716	0	-5	5551	4345	0	0
LOC126862717	0	-5	5551	4345	0	0
LOC126862718	0	-5	5551	4345	0	0
LOC126862719	0	-5	5551	4345	0	0
LOC126862720	0	-5	5551	4345	0	0
LOC126862721	0	-5	5551	4345	0	0
LOC126862722	0	-5	5551	4345	0	0
LOC126862723	0	-5	5551	4345	0	0
LOC126862724	0	-5	5551	4345	0	0
LOC126862725	0	-5	5551	4345	0	0
LOC126862726	0	-5	5551	4345	0	0
LOC126862727	0	-5	5551	4345	0	0
LOC126862728	0	-5	5551	4345	0	0
LOC126862729	0	-5	5551	4345	0	0
LOC126862730	0	-5	5551	4345	0	0
LOC126862731	0	-5	5551	4345	0	0
LOC126862732	0	-5	5551	4345	0	0
LOC126862733	0	-5	5551	4345	0	0
LOC126862734	0	-5	5551	4345	0	0
LOC126862735	0	-5	5551	4345	0	0
LOC126862736	0	-5	5551	4345	0	0
LOC126862737	0	-5	5551	4345	0	0
LOC126862738	0	-5	5551	4345	0	0
LOC126862739	0	-5	5551	4345	0	0
LOC126862740	0	-5	5551	4345	0	0
LOC126862741	0	-5	5551	4345	0	0
LOC126862742	0	-5	5551	4345	0	0
LOC126862743	0	-5	5551	4345	0	0
LOC126862744	0	-5	5551	4345	0	0
LOC126862745	0	-5	5551	4345	0	0
LOC126862746	0	-5	5551	4345	0	0
LOC126862747	0	-5	5551	4345	0	0
LOC126862748	0	-5	5551	4345	0	0
LOC126862749	0	-5	5551	4345	0	0
LOC126862750	0	-5	5551	4345	0	0
LOC126862751	0	-5	5551	4345	0	0
LOC126862752	0	-5	5551	4345	0	0
LOC126862753	0	-5	5551	4345	0	0
LOC126862754	0	-5	5551	4345	0	0
LOC126862755	0	-5	5551	4345	0	0
LOC126862756	0	-5	5551	4345	0	0
LOC126862757	0	-5	5551	4345	0	0
LOC126862758	0	-5	5551	4345	0	0
LOC126862759	0	-5	5551	4345	0	0
LOC126862760	0	-5	5551	4345	0	0
LOC126862761	0	-5	5551	4345	0	0
